plan,district,modelled_outcome_22,GOV_22,USS_22,WAG_22,WST_22,PRE_20,GOV_18,USS_18,WAG_18,PRE_16,USS_16,GOV_14,WAG_14,GOV_12,PRE_12,USS_12
will_wsa,5,-15.986641617629518,-10.562768759725488,-15.123772466815112,-11.05003404009865,-15.589701206560052,-13.946422833104494,-12.648796076828189,0.05540652910395183,-12.405035135711884,-13.925751868477999,-17.395448334628092,-20.326349564153873,-17.416375906386488,-22.71854022412574,0.7578585495014889,-0.31775095175270995
will_wsa,50,5.527548590039977,8.85862913096695,3.269451897278647,4.397343834452938,2.6769457250222786,3.2653434555931558,12.30828331195738,18.85220564022381,7.856284227677262,1.02580334235301,8.434583107920046,5.100845548314226,4.47874041875656,-0.07160272281027669,19.62008410427466,13.501072436747918
will_wsa,51,12.81847501270694,16.307852314092557,10.330794114577897,11.990768262405144,10.59984437999576,10.664442836088323,17.427719235546185,26.92131428830806,13.545134518195685,11.762128867907084,17.29108749258044,10.83152037131897,9.805657539178176,2.844905936095632,25.161112685373965,18.081067812451916
will_wsa,52,-17.509277986204825,-12.41215779262772,-16.04682303140253,-15.557006092254127,-16.312591475584338,-12.628113758229825,-13.699573771903385,-2.7901299154241888,-10.500541711809314,-14.694592479409685,-18.85014137606032,-18.651892890120042,-18.141320316572674,-17.305609661207725,-3.282463702859817,-5.407941618841755
will_wsa,53,-40.225867301599834,-36.215876122898386,-40.189241282635365,-36.91170750680669,-40.06654502522271,-36.01830797038074,-29.62673804743848,-19.4702881152461,-29.9523791668229,-33.89913818527378,-34.840837869041735,-30.358674463937618,-30.37203335471456,-30.189785238917555,-17.963592573459415,-17.73395064010178
will_wsa,54,-1.8877120662119233,6.074330213605278,0.7221529079536659,4.515090813112082,0.23505972953039023,2.4390517305399264,4.1465716923769325,13.066123381298272,3.908569927174377,-1.9021510678049247,-7.0083431554255675,-5.925833021831728,-6.288029335415657,-5.347199514724688,8.635302402467943,5.967102957736453
will_wsa,55,7.4599981048867825,9.294919033605852,4.577528204663156,7.898292048220911,3.7326443954875224,4.619907601847961,3.6829496081536517,14.138492871690428,4.50417280314187,0.06879596508357899,-5.532246477490782,-6.387635681422249,-5.972133101109178,-11.091730353606943,9.822978355975543,7.371389475711521
will_wsa,56,-4.753755566050527,1.6066688586845235,-3.170741165472518,0.5304563398835338,-4.185180312166131,-1.136556630531721,-4.652284697018155,6.060336505726315,-3.1128118740959,-6.9162424646930845,-12.983654697718116,-11.956825971666312,-11.536577852174146,-14.333023581942356,1.947003523418911,-0.9231749102121212
will_wsa,57,7.669228772201143,9.845145422043622,5.156762244343732,8.051645855409628,3.554650721146851,6.27273000510955,-0.010877798042424613,10.457432802156053,-0.09078342075454215,-0.7192615209342446,-8.640375567134296,-12.84775046243461,-13.128992802369583,-16.9913519528591,0.7897762017777143,-1.7548895336253423
will_wsa,58,-49.76619982057886,-48.10761982038245,-51.04029781946833,-48.816584418389276,-51.130559479222335,-46.682843519856576,-48.9241822269542,-37.4363108769041,-48.22669651113019,-45.28124863091117,-49.710138079388884,-53.231754052786584,-51.83490754159232,-52.897626848635035,-40.154876123235326,-38.71502762855174
will_wsa,59,-41.52882937420729,-38.44038799295533,-41.839569925136274,-39.67065000753124,-41.91011799465611,-38.54527860656399,-43.43084766246042,-31.79276103667221,-42.93298288812918,-39.10437663478299,-44.13617866935968,-49.132497672794386,-49.32999912232717,-47.79606251880569,-37.02943753510853,-35.13725611935496
will_wsa,6,-38.71652938302911,-33.38579654510557,-38.17413030943686,-33.28702095635059,-37.30751283247783,-36.087640410910666,-29.864194309875515,-17.45896198751761,-30.513358183903698,-33.83999356870849,-33.9728672068184,-31.40549797423168,-29.392937559045002,-33.54838465802913,-10.867999186640192,-9.216734985130714
will_wsa,60,-21.401144847623193,-14.193913069348168,-18.929305567968548,-17.283913655279786,-20.749070463407993,-15.282727939131968,-28.272237362771275,-17.08634659915045,-26.98196321240226,-21.686114966220465,-32.89947308665203,-41.11898927057416,-41.25065486123561,-41.65190778034303,-29.767452560805335,-30.20608210828219
will_wsa,61,36.424769223242045,37.44945496520404,35.58851830020885,35.53121664461996,34.089634190002215,35.94651995910342,37.66172482444708,45.738050678802345,37.44738206975125,37.63486125954203,33.70564138140015,34.49441065638514,32.695050810389816,35.42869372979436,46.166483742466454,44.8573692013333
will_wsa,62,-11.81805454113188,-6.889389527607065,-10.816827988683587,-8.675469914330607,-11.454702618822548,-6.810759121014465,-11.042884453062761,-0.36868319563886365,-12.560416283229786,-9.407143276928059,-13.866710795834337,-16.13297493192726,-16.829311543039132,-13.186562006879116,-4.993931082144343,-3.2680211616697044
will_wsa,63,-33.76638970147286,-28.889675588670904,-32.990941910048925,-30.435783854042658,-33.12426802040794,-29.992475760510818,-29.258610148224484,-17.954666745192053,-29.222546004226462,-30.995237494993006,-33.57794377324204,-33.58131230248512,-33.294989809538166,-30.59848638860701,-20.268859607014928,-18.442335158934952
will_wsa,64,7.165240867191894,7.650678008066203,4.883604343323356,6.350438699919186,3.962827255639534,5.893564350937986,9.331491875042197,18.22713633421989,7.212154560745559,6.582145391932165,2.530300570924421,1.899533885724669,2.129276485336762,5.583009473825273,14.22535429040171,14.819499076995307
will_wsa,65,22.374064487791337,22.542458965877422,19.86122515827097,22.066285508361826,20.26383315816315,18.4698028846103,30.03514486982819,37.37377448479358,28.625377440735527,22.723376555712154,21.965144442162433,24.738227608453844,24.35038147937569,27.740340662916722,36.549926256034574,34.74323531637452
will_wsa,66,-18.69336343966715,-13.856518981260196,-17.7826236409928,-15.584746667909693,-17.886302197820747,-15.565933989362634,-10.595802718018643,-0.7015618384386579,-11.734661375755195,-14.21305842036562,-17.035335696605824,-16.489886960193818,-16.210310885997114,-14.496728723937391,-3.1869575569366813,-2.2613492302520966
will_wsa,67,-23.987431659849094,-15.168885481545136,-21.723273252004066,-14.115229187767458,-19.387382157330535,-19.14646803834178,-12.26463506098765,0.8289703315881303,-13.416729946844653,-17.62272284800445,-13.753722193028544,-12.457882204950804,-16.636760984587074,-16.341270731376156,0.51087457802797,1.0256679687437598
