plan,dist_number,components,contiguous
petering_wsa,9,1,contiguous
petering_wsa,90,1,contiguous
petering_wsa,91,1,contiguous
petering_wsa,92,1,contiguous
petering_wsa,93,1,contiguous
petering_wsa,94,1,contiguous
petering_wsa,95,1,contiguous
petering_wsa,96,1,contiguous
petering_wsa,97,1,contiguous
petering_wsa,98,1,contiguous
petering_wsa,99,1,contiguous
petering_wss,1,1,contiguous
petering_wss,10,1,contiguous
petering_wss,11,1,contiguous
petering_wss,12,1,contiguous
petering_wss,13,1,contiguous
petering_wss,14,1,contiguous
petering_wss,15,1,contiguous
petering_wss,16,1,contiguous
petering_wss,17,1,contiguous
petering_wss,18,1,contiguous
petering_wss,19,1,contiguous
petering_wss,2,1,contiguous
petering_wss,20,1,contiguous
petering_wss,21,1,contiguous
petering_wss,22,1,contiguous
petering_wss,23,1,contiguous
petering_wss,24,1,contiguous
petering_wss,25,1,contiguous
petering_wss,26,1,contiguous
petering_wss,27,1,contiguous
petering_wss,28,1,contiguous
petering_wss,29,1,contiguous
petering_wss,3,1,contiguous
petering_wss,30,1,contiguous
petering_wss,31,1,contiguous
petering_wss,32,1,contiguous
petering_wss,33,1,contiguous
petering_wss,4,1,contiguous
petering_wss,5,1,contiguous
petering_wss,6,1,contiguous
petering_wss,7,1,contiguous
petering_wss,8,1,contiguous
petering_wss,9,1,contiguous
