GEOID,district
550019502011062,72
550019502011063,72
550019502011064,72
550019502011065,72
550019502011066,72
550019502011067,72
550019502011068,72
550019502011069,72
550019502011070,72
550019502011071,72
550019502011072,72
550019502011073,72
550019502011074,72
550019502012000,72
550019502012001,72
550019502012002,72
550019502012003,72
550019502012004,72
550019502012005,72
550019502012006,72
550019502012007,72
550019502012008,72
550019502012009,72
550019502012010,72
550019502012011,72
550019502012012,72
550019502012013,72
550019502012014,72
550019502012015,72
550019502012016,72
550019502012017,72
550019502012018,72
550019502012019,72
550019502012020,72
550019502012021,72
550019502012022,72
550019502012023,72
550019502012024,72
550019502012025,72
550019502012026,72
550019502012027,72
550019502012028,72
550019502012029,72
550019502012030,72
550019502012031,72
550019502012032,72
550019502012033,72
550019502012034,72
550019502012035,72
550019502012036,72
550019502012037,72
550019502012038,72
550019502012039,72
550019502012040,72
550019502012041,72
550019502012042,72
550019502012043,72
550019502012044,72
550019502012045,72
550019502012046,72
550019502012047,72
550019502012048,72
550019502012049,72
550019502012050,72
550019502012051,72
550019502012052,72
550019502012053,72
550019502012054,72
550019502012055,72
550019502012056,72
550019502012057,72
550019502031000,72
550019502031001,72
550019502031002,72
550019502031003,72
550019502031004,72
550019502031005,72
550019502031006,72
550019502031007,72
550019502031008,72
550019502031009,72
550019502031010,72
550019502031011,72
550019502031012,72
550019502031013,72
550019502031014,72
550019502031015,72
550019502031016,72
550019502031017,72
550019502031018,72
550019502031019,72
550019502031020,72
550019502031021,72
550019502031022,72
550019502031023,72
550019502031024,72
550019502031025,72
550019502031026,72
550019502031027,72
550019502031028,72
550019502031029,72
550019502031030,72
550019502031031,72
550019502031032,72
550019502031033,72
550019502031034,72
550019502031035,72
550019502031036,72
550019502032000,72
550019502032001,72
550019502032002,72
550019502032003,72
550019502032004,72
550019502032005,72
550019502032006,72
550019502032007,72
550019502032008,72
550019502032009,72
550019502032010,72
550019502032011,72
550019502032012,72
550019502032013,72
550019502032014,72
550019502032015,72
550019502032016,72
550019502032017,72
550019502032018,72
550019502032019,72
550019502032020,72
550019502032021,72
550019502032022,72
550019502032023,72
550019502032024,72
550019502032025,72
550019502032026,72
550019502032027,72
550019502032028,72
550019502032029,72
550019502032030,72
550019502032031,72
550019502032032,72
550019502032033,72
550019502032034,72
550019502032035,72
550019502032036,72
550019502032037,72
550019502032038,72
550019502032039,72
550019502032040,72
550019502032041,72
550019502032042,72
550019502032043,72
550019502032044,72
550019502032045,72
550019502032046,72
550019502032047,72
550019502032048,72
550019502032049,72
550019502032050,72
550019502032051,72
550019502032052,72
550019502032053,72
550019502032054,72
550019502032055,72
550019502032056,72
550019502032057,72
550019502032058,72
550019502032059,72
550019502032060,72
550019502032061,72
550019502032062,72
550019502032063,72
550019502032064,72
550019502032065,72
550019502032066,72
550019502032067,72
550019502032068,72
550019502032069,72
550019502032070,72
550019502041000,72
550019502041001,72
550019502041002,72
550019502041003,72
550019502041004,72
550019502041005,72
550019502041006,72
550019502041007,72
550019502041008,72
550019502041009,72
550019502041010,72
550019502041011,72
550019502041012,72
550019502041013,72
550019502041014,72
550019502041015,72
550019502041016,72
550019502041017,72
550019502041018,72
550019502041019,72
550019502041020,72
550019502041021,72
550019502041022,72
550019502041023,72
550019502041024,72
550019502041025,72
550019502041026,72
550019502041027,72
550019502041028,72
550019502041029,72
550019502041030,72
550019502041031,72
550019502041032,72
550019502041033,72
550019502041034,72
550019502041035,72
550019502041036,72
550019502041037,72
550019502041038,72
550019502041039,72
550019502041040,72
550019502041041,72
550019502041042,72
550019502041043,72
550019502041044,72
550019502041045,72
550019502041046,72
550019502041047,72
550019502041048,72
550019502041049,72
550019502041050,72
550019502041051,72
550019502041052,72
550019502041053,72
550019502041054,72
550019502041055,72
550019502041056,72
550019502041057,72
550019502041058,72
550019502041059,72
550019502041060,72
550019502041061,72
550019502041062,72
550019502041063,72
550019502041064,72
550019502041065,72
550019502041066,72
550019502041067,72
550019502041068,72
550019502041069,72
550019502041070,72
550019502041071,72
550019502041072,72
550019502041073,72
550019502041074,72
550019502041075,72
550019502041076,72
550019502041077,72
550019502041078,72
550019502041079,72
550019502041080,72
550019502041081,72
550019502041082,72
550019502041083,72
550019502041084,72
550019502041085,72
550019502041086,72
550019502041087,72
550019502041088,72
550019502041089,72
550019502041090,72
550019502041091,72
550019502041092,72
550019502041093,72
550019502041094,72
550019502041095,72
550019502041096,72
550019502041097,72
550019502041098,72
550019502041099,72
550019502041100,72
550019502041101,72
550019502041102,72
550019502041103,72
550019502041104,72
550019502041105,72
550019502041106,72
550019502041107,72
550019502041108,72
550019502041109,72
550019502041110,72
550019502041111,72
550019502041112,72
550019502041113,72
550019502041114,72
550019502041115,72
550019502041116,72
550019502041117,72
550019502041118,72
550019502041119,72
550019502041120,72
550019502041121,72
550019502041122,72
550019502041123,72
550019502041124,72
550019502041125,72
550019502041126,72
550019502041127,72
550019502041128,72
550019502042000,72
550019502042001,72
550019502042002,72
550019502042003,72
550019502042004,72
550019502042005,72
550019502042006,72
550019502042007,72
550019502042008,72
550019502042009,72
550019502042010,72
550019502042011,72
550019502042012,72
550019502042013,72
550019502042014,72
550019502042015,72
550019502042016,72
550019502042017,72
550019502042018,72
550019502042019,72
550019502042020,72
550019502042021,72
550019502042022,72
550019502042023,72
550019502042024,72
550019502042025,72
550019502042026,72
550019502042027,72
550019502042028,72
550019502042029,72
550019502042030,72
550019502042031,72
550019502042032,72
550019502042033,72
550019502042034,72
550019502042035,72
550019502042036,72
550019502042037,72
550019502042038,72
550019502042039,72
550019502042040,72
550019502042041,72
550019502042042,72
550019502042043,72
550019502042044,72
550019502042045,72
550019502042046,72
550019502042047,72
550019502042048,72
550019502042049,72
550019502042050,72
550019502042051,72
550019502042052,72
550019502042053,72
550019502042054,72
550019502042055,72
550019502042056,72
550019502042057,72
550019502042058,72
550019502042059,72
550019502042060,72
550019502042061,72
550019502042062,72
550019502042063,72
550019502042064,72
550019502042065,72
550019502042066,72
550019502042067,72
550019502042068,72
550019502042069,72
550019502042070,72
550019502042071,72
550019502042072,72
550019502042073,72
550019502042074,72
550019502042075,72
550019502042076,72
550019502042077,72
550019502042078,72
550019502042079,72
550019502042080,72
550019502042081,72
550019502042082,72
550019502042083,72
550019502042084,72
550019502042085,72
550019502042086,72
550019502042087,72
550019502042088,72
550019504001000,72
550019504001001,72
550019504001002,72
550019504001003,72
550019504001004,72
550019504001005,72
550019504001006,72
550019504001007,72
550019504001008,72
550019504001009,72
550019504001010,72
550019504001011,72
550019504001012,72
550019504001013,72
550019504001014,72
550019504001015,72
550019504001016,72
550019504001017,72
550019504001018,72
550019504001019,72
550019504001020,72
550019504001021,72
550019504001022,72
550019504001023,72
550019504001024,72
550019504001025,72
550019504001026,72
550019504001027,72
550019504001028,72
550019504001029,72
550019504001030,72
550019504001031,72
550019504001032,72
550019504001033,72
550019504001034,72
550019504001035,72
550019504001036,72
550019504001037,72
550019504001038,72
550019504001039,72
550019504001040,72
550019504001041,72
550019504001042,72
550019504001043,72
550019504001044,72
550019504001045,72
550019504001046,72
550019504001047,72
550019504001048,72
550019504001049,72
550019504001050,72
550019504001051,72
550019504001052,72
550019504001053,72
550019504001054,72
550019504001055,72
550019504001056,72
550019504001057,72
550019504001058,72
550019504001059,72
550019504001060,72
550019504001061,72
550019504001062,72
550019504001063,72
550019504002000,72
550019504002001,72
550019504002002,72
550019504002003,72
550019504002004,72
550019504002005,72
550019504002006,72
550019504002007,72
550019504002008,72
550019504002009,72
550019504002010,72
550019504002011,72
550019504002012,72
550019504002013,72
550019504002014,72
550019504002015,72
550019504002016,72
550019504002017,72
550019504002018,72
550019504002019,72
550019504002020,72
550019504002021,72
550019504002022,72
550019504002023,72
550019504002024,72
550019504002025,72
550019504002026,72
550019504002027,72
550019504002028,72
550019504002029,72
550019504002030,72
550019504002031,72
550019504002032,72
550019504002033,72
550019504002034,72
550019504002035,72
550019504002036,72
550019504002037,72
550019504002038,72
550019504002039,72
550019504002040,72
550019504002041,72
550019504002042,72
550019504002043,72
550019504002044,72
550019504002045,72
550019504002046,72
550019504002047,72
550019504002048,72
550019504002049,72
550019504002050,72
550019504002051,72
550019504002052,72
550019504002053,72
550019504002054,72
550019504002055,72
550019504002056,72
550019504002057,72
550019504002058,72
550019504002059,72
550019504002060,72
550019504002061,72
550019504002062,72
550019504002063,72
550019504002064,72
550019504002065,72
550019504002066,72
550019504002067,72
550019504002068,72
550019504002069,72
550019504002070,72
550019504002071,72
550019504002072,72
550019504002073,72
550019504002074,72
550019504002075,72
550019504002076,72
550019504002077,72
550019504002078,72
550019504003000,72
550019504003001,72
550019504003002,72
550019504003003,72
550019504003004,72
550019504003005,72
550019504003006,72
550019504003007,72
550019504003008,72
550019504003009,72
550019504003010,72
550019504003011,72
550019504003012,72
550019504003013,72
550019504003014,72
550019504003015,72
550019504003016,72
550019504003017,72
550019504003018,72
550019504003019,72
550019504003020,72
550019504003021,72
550019504003022,72
550019504003023,72
550019504003024,72
550019504003025,72
550019504003026,72
550019504003027,72
550019504003028,72
550019504003029,72
550019504003030,72
550019504003031,72
550019504003032,72
550019504003033,72
550019504003034,72
550019504003035,72
550019504003036,72
550019504003037,72
550019504003038,72
550019504003039,72
550019504003040,72
550019504003041,72
550019504003042,72
550019504003043,72
550019504003044,72
550019504003045,72
550019504003046,72
550019504003047,72
550019504003048,72
550019504003049,72
550019504003050,72
550019504003051,72
550019504003052,72
550019504003053,72
550019504003054,72
550019504003055,72
550019504003056,72
550019504003057,72
550019504003058,72
550019504003059,72
550019504003060,72
550019504003061,72
550019504003062,72
550019504003063,72
550019504003064,72
550019504004000,72
550019504004001,72
550019504004002,72
550019504004003,72
550019504004004,72
550019504004005,72
550019504004006,72
550019504004007,72
550019504004008,72
550019504004009,72
550019504004010,72
550019504004011,72
550019504004012,72
550019504004013,72
550019504004014,72
550019504004015,72
550019504004016,72
550019504004017,72
550019504004018,72
550019504004019,72
550019504004020,72
550019504004021,72
550019504004022,72
550019504004023,72
550019504004024,72
550019504004025,72
550019504004026,72
550019504004027,72
550019504004028,72
550019504004029,72
550019504004030,72
550019504004031,72
550019504004032,72
550019504004033,72
550019504004034,72
550019504004035,72
550019504004036,72
550019504004037,72
550019504004038,72
550019504004039,72
550019504004040,72
550019504004041,72
550019504004042,72
550019504004043,72
550019504004044,72
550019504004045,72
550019504004046,72
550019504004047,72
550019504004048,72
550019504004049,72
550019504004050,72
550019504004051,72
550019504004052,72
550019504004053,72
550019504004054,72
550019504004055,72
550019504004056,72
550019504004057,72
550019504004058,72
550019504004059,72
550019504004060,72
550019504004061,72
550019504004062,72
550019504004063,72
550019504004064,72
550019504004065,72
550019504004066,72
550019504004067,72
550019504004068,72
550019504004069,72
550019504004070,72
550019504004071,72
550019504004072,72
550019504004073,72
550019504004074,72
550019504004075,72
550019504004076,72
550019504004077,72
550019504004078,72
550019504004079,72
550019504004080,72
550019504004081,72
550019504004082,72
550019504004083,72
550019504004084,72
550019504004085,72
550019504004086,72
550019504004087,72
550019504004088,72
550019504004089,72
550019504004090,72
550019504004091,72
550019504004092,72
550019504004093,72
550019504004094,72
550019504004095,72
550019504004096,72
550019504004097,72
550019504004098,72
550019504004099,72
550019504004100,72
550019504004101,72
550019504004102,72
550019505011000,72
550019505011001,72
550019505011002,72
550019505011003,72
550019505011004,72
550019505011005,72
550019505011006,72
550019505011007,72
550019505011008,72
550019505011009,72
550019505011010,72
550019505011011,72
550019505011012,72
550019505011013,72
550019505011014,72
550019505011015,72
550019505011016,72
550019505011017,72
550019505011018,72
550019505011019,72
550019505011020,72
550019505011021,72
550019505011022,72
550019505011023,72
550019505011024,72
550019505011025,72
550019505011026,72
550019505011027,72
550019505011028,72
550019505011029,72
550019505011030,72
550019505011031,72
550019505011032,72
550019505011033,72
550019505011034,72
550019505011035,72
550019505011036,72
550019505011037,72
550019505011038,72
550019505011039,72
550019505011040,72
550019505011041,72
550019505011042,72
550019505011043,72
550019505011044,72
550019505011045,72
550019505011046,72
550019505011047,72
550019505011048,72
550019505011049,72
550019505011050,72
550019505011051,72
550019505011052,72
550019505011053,72
550019505011054,72
550019505011055,72
550019505011056,72
550019505011057,72
550019505011058,72
550019505011059,72
550019505011060,72
550019505011061,72
550019505011062,72
550019505011063,72
550019505011064,72
550019505011065,72
550019505011066,72
550019505011067,72
550019505011068,72
550019505011069,72
550019505011070,72
550019505011071,72
550019505011072,72
550019505011073,72
550019505011074,72
550019505011075,72
550019505011076,72
550019505011077,72
550019505011078,72
550019505011079,72
550019505011080,72
550019505011081,72
550019505011082,72
550019505011083,72
550019505011084,72
550019505011085,72
550019505011086,72
550019505011087,72
550019505011088,72
550019505011089,72
550019505011090,72
550019505011091,72
550019505011092,72
550019505011093,72
550019505011094,72
550019505011095,72
550019505011096,72
550019505011097,72
550019505011098,72
550019505011099,72
550019505011100,72
550019505011101,72
550019505012000,72
550019505012001,72
550019505012002,72
550019505012003,72
550019505012004,72
550019505012005,72
550019505012006,72
550019505012007,72
550019505012008,72
550019505012009,72
550019505012010,72
550019505012011,72
550019505012012,72
550019505012013,72
550019505012014,72
550019505012015,72
550019505012016,72
550019505012017,72
550019505012018,72
550019505012019,72
550019505012020,72
550019505012021,72
550019505012022,72
550019505012023,72
550019505012024,72
550019505012025,72
550019505012026,72
550019505012027,72
550019505012028,72
550019505012029,72
550019505012030,72
550019505012031,72
550019505012032,72
550019505012033,72
550019505012034,72
550019505012035,72
550019505012036,72
550019505012037,72
550019505012038,72
550019505012039,72
550019505012040,72
550019505012041,72
550019505012042,72
550019505012043,72
550019505012044,72
550019505012045,72
550019505012046,72
550019505012047,72
550019505012048,72
550019505012049,72
550019505012050,72
550019505012051,72
550019505012052,72
550019505012053,72
550019505012054,72
550019505012055,72
550019505012056,72
550019505012057,72
550019505012058,72
550019505012059,72
550019505012060,72
550019505012061,72
550019505012062,72
550019505012063,72
550019505012064,72
550019505012065,72
550019505012066,72
550019505012067,72
550019505012068,72
550019505012069,72
550019505012070,72
550019505012071,72
550019505012072,72
550019505012073,72
550019505012074,72
550019505012075,72
550019505012076,72
550019505012077,72
550019505012078,72
550019505012079,72
550019505012080,72
550019505012081,72
550019505012082,72
550019505012083,72
550019505012084,72
550019505012085,72
550019505012086,72
550019505012087,72
550019505012088,72
550019505012089,72
550019505012090,72
550019505012091,72
550019505012092,72
550019505012093,72
550019505012094,72
550019505012095,72
550019505012096,72
550019505012097,72
550019505012098,72
550019505012099,72
550019505012100,72
550019505012101,72
550019505012102,72
550019505012103,72
550019505012104,72
550019505012105,72
550019505012106,72
550019505012107,72
550019505012108,72
550019505012109,72
550019505012110,72
550019505012111,72
550019505012112,72
550019505012113,72
550019505012114,72
550019505012115,72
550019505012116,72
550019505012117,72
550019505012118,72
550019505012119,72
550019505012120,72
550019505021000,72
550019505021001,72
550019505021002,72
550019505021003,72
550019505021004,72
550019505021005,72
550019505021006,72
550019505021007,72
550019505021008,72
550019505021009,72
550019505021010,72
550019505021011,72
550019505021012,72
550019505021013,72
550019505021014,72
550019505021015,72
550019505021016,72
550019505021017,72
550019505021018,72
550019505021019,72
550019505021020,72
550019505021021,72
550019505021022,72
550019505021023,72
550019505021024,72
550019505021025,72
550019505021026,72
550019505021027,72
550019505021028,72
550019505021029,72
550019505021030,72
550019505021031,72
550019505021032,72
550019505021033,72
550019505021034,72
550019505021035,72
550019505021036,72
550019505021037,72
550019505021038,72
550019505021039,72
550019505021040,72
550019505021041,72
550019505021042,72
550019505021043,72
550019505021044,72
550019505021045,72
550019505021046,72
550019505021047,72
550019505021048,72
550019505021049,72
550019505021050,72
550019505021051,72
550019505021052,72
550019505021053,72
550019505021054,72
550019505021055,72
550019505021056,72
550019505021057,72
550019505021058,72
550019505021059,72
550019505021060,72
550019505021061,72
550019505022000,72
550019505022001,72
550019505022002,72
550019505022003,72
550019505022004,72
550019505022005,72
550019505022006,72
550019505022007,72
550019505022008,72
550019505022009,72
550019505022010,72
550019505022011,72
550019505022012,72
550019505022013,72
550019505022014,72
550019505022015,72
550019505022016,72
550019505022017,72
550019505022018,72
550019505022019,72
550019505022020,72
550019505022021,72
550019505022022,72
550019505022023,72
550019505022024,72
550019505022025,72
550019505022026,72
550019505022027,72
550019505022028,72
550019505022029,72
550019505022030,72
550019505022031,72
550019505022032,72
550019505022033,72
550019505022034,72
550019505022035,72
550019505022036,72
550019505022037,72
550019505022038,72
550019505022039,72
550019505022040,72
550019505022041,72
550019505022042,72
550019505022043,72
550019505022044,72
550019505022045,72
550019505022046,72
550019505022047,72
550019505022048,72
550019505022049,72
550019505022050,72
550019505022051,72
550019505022052,72
550019505022053,72
550019505022054,72
550019505022055,72
550019505022056,72
550019505022057,72
550019505022058,72
550019505022059,72
550019505022060,72
550019505022061,72
550019505022062,72
550019505022063,72
550019505022064,72
550019505022065,72
550019505022066,72
550019505022067,72
550019505022068,72
550019505022069,72
550019505022070,72
550019505022071,72
550019505022072,72
550019505022073,72
550019505022074,72
550019505022075,72
550019505022076,72
550019505022077,72
550019505022078,72
550019505022079,72
550019505022080,72
550019505022081,72
550019505023000,72
550019505023001,72
550019505023002,72
550019505023003,72
550019505023004,72
550019505023005,72
550019505023006,72
550019505023007,72
550019505023008,72
550019505023009,72
550019505023010,72
550019505023011,72
550019505023012,72
550019505023013,72
550019505023014,72
550019505023015,72
550019505023016,72
550019505023017,72
550019505023018,72
550019505023019,72
550019505023020,72
550019505023021,72
550019505023022,72
550019505023023,72
550019505023024,72
550019505023025,72
550019505023026,72
550019505023027,72
550019505023028,72
550019505023029,72
550019505023030,72
550019505023031,72
550019505023032,72
550019505023033,72
550019505023034,72
550019505023035,72
550019505023036,72
550019505023037,72
550019505023038,72
550019505023039,72
550019505023040,72
550019505023041,72
550019505023042,72
550019505023043,72
550019505023044,72
550019505023045,72
550019505023046,72
550019505023047,72
550019505024000,72
550019505024001,72
550019505024002,72
550019505024003,72
550019505024004,72
550019505024005,72
550019505024006,72
550019505024007,72
550019505024008,72
550019505024009,72
550019505024010,72
550019505024011,72
550019505024012,72
550019505024013,72
550019505024014,72
550019505024015,72
550019505024016,72
550019505024017,72
550019505024018,72
550019505024019,72
550019505024020,72
550019505024021,72
550019505024022,72
550019505024023,72
550019505024024,72
550019505024025,72
550019505024026,72
550019505024027,72
550019505024028,72
550019505024029,72
550019505024030,72
550019505024031,72
550019505024032,72
550019505024033,72
550019505024034,72
550019505024035,72
550019505024036,72
550019505024037,72
550019505024038,72
550019505024039,72
550019505024040,72
550019505024041,72
550019505024042,72
550019505024043,72
550019505024044,72
550019505024045,72
550019505024046,72
550019505024047,72
550019505024048,72
550019505024049,72
550019505024050,72
550019505024051,72
550019505024052,72
550019505024053,72
550019505024054,72
550019505024055,72
550019505024056,72
550019505024057,72
550019505024058,72
550019505024059,72
550019505024060,72
550019507001000,72
550019507001001,72
550019507001002,72
550019507001003,72
550019507001004,72
550019507001005,72
550019507001006,72
550019507001007,72
550019507001008,72
550019507001009,72
550019507001010,72
550019507001011,72
550019507001012,72
550019507001013,72
550019507001014,72
550019507001015,72
550019507001016,72
550019507001017,72
550019507001018,72
550019507001019,72
550019507001020,72
550019507001021,72
550019507001022,72
550019507001023,72
550019507001024,72
550019507001025,72
550019507001026,72
550019507001027,72
550019507001028,72
550019507001029,72
550019507001030,72
550019507001031,72
550019507001032,72
550019507001033,72
550019507001034,72
550019507001035,72
550019507001036,72
550019507001037,72
550019507001038,72
550019507001039,72
550019507001040,72
550019507001041,72
550019507001042,72
550019507001043,72
550019507001044,72
550019507001045,72
550019507001046,72
550019507001047,72
550019507001048,72
550019507001049,72
550019507001050,72
550019507001051,72
550019507001052,72
550019507001053,72
550019507001054,72
550019507001055,72
550019507001056,72
550019507001057,72
550019507001058,72
550019507001059,72
550019507001060,72
550019507001061,72
550019507001062,72
550019507001063,72
550019507001064,72
550019507001065,72
550019507001066,72
550019507001067,72
550019507001068,72
550019507001069,72
550019507001070,72
550019507001071,72
550019507001072,72
550019507001073,72
550019507001074,72
550019507001075,72
550019507001076,72
550019507001077,72
550019507001078,72
550019507001079,72
550019507001080,72
550019507001081,72
550019507001082,72
550019507001083,72
550019507001084,72
550019507001085,72
550019507001086,72
550019507001087,72
550019507001088,72
550019507001089,72
550019507001090,72
550019507001091,72
550019507001092,72
550019507001093,72
550019507001094,72
550019507001095,72
550019507001096,72
550019507001097,72
550019507001098,72
550019507001099,72
550019507001100,72
550019507001101,72
550019507002000,72
550019507002001,72
550019507002002,72
550019507002003,72
550019507002004,72
550019507002005,72
550019507002006,72
550019507002007,72
550019507002008,72
550019507002009,72
550019507002010,72
550019507002011,72
550019507002012,72
550019507002013,72
550019507002014,72
550019507002015,72
550019507002016,72
550019507002017,72
550019507002018,72
550019507002019,72
550019507002020,72
550019507002021,72
550019507002022,72
550019507002023,72
550019507002024,72
550019507002025,72
550019507002026,72
550019507002027,72
550019507002028,72
550019507002029,72
550019507002030,72
550019507002031,72
550019507002032,72
550019507002033,72
550019507002034,72
550019507002035,72
550019507002036,72
550019507002037,72
550019507002038,72
550019507002039,72
550019507002040,72
550019507002041,72
550019507002042,72
550019507002043,72
550019507002044,72
550019507002045,72
550019507002046,72
550019507002047,72
550019507002048,72
550019507002049,72
550019507002050,72
550019507002051,72
550019507002052,72
550019507002053,72
550019507002054,72
550019507002055,72
550019507002056,72
550019507002057,72
550019507002058,72
550019507002059,72
550019507002060,72
550019507002061,72
550019507002062,72
550019507002063,72
550019507002064,72
550019507002065,72
550019507002066,72
550019507002067,72
550019507002068,72
550019507002069,72
550019507002070,72
550019507002071,72
550019507002072,72
550019507002073,72
550019507002074,72
550019507002075,72
550019507002076,72
550019507002077,72
550019507002078,72
550019507002079,72
550019507002080,72
550019507002081,72
550019507002082,72
550019507002083,72
550019507002084,72
550019507002085,72
550019507002086,72
550019507002087,72
550019507002088,72
550019507002089,72
550019507002090,72
550019507002091,72
550019507002092,72
550019507002093,72
550019507002094,72
550019507002095,72
550019507002096,72
550019507002097,72
550019507002098,72
550019507002099,72
550019507003000,72
550019507003001,72
550019507003002,72
550019507003003,72
550019507003004,72
550019507003005,72
550019507003006,72
550019507003007,72
550019507003008,72
550019507003009,72
550019507003010,72
550019507003011,72
550019507003012,72
550019507003013,72
550019507003014,72
550019507003015,72
550019507003016,72
550019507003017,72
550019507003018,72
550019507003019,72
550019507003020,72
550019507003021,72
550019507003022,72
550019507003023,72
550019507003024,72
550019507003025,72
550019507003026,72
550019507003027,72
550019507003028,72
550019507003029,72
550019507003030,72
550019507003031,72
550019507003032,72
550019507003033,72
550019507003034,72
550019507003035,72
550019507003036,72
550019507003037,72
550019507003038,72
550019507003039,72
550019507003040,72
550019507003041,72
550019507003042,72
550019507003043,72
550019507003044,72
550019507003045,72
550019507003046,72
550019507003047,72
550019507003048,72
550019507003049,72
550019507003050,72
550019507003051,72
550019507003052,72
550019507003053,72
550019507003054,72
550019507003055,72
550019507003056,72
550019507003057,72
550019507003058,72
550019507003059,72
550019507003060,72
550019507003061,72
550019507003062,72
550019507003063,72
550019507003064,72
550019507003065,72
550019507003066,72
550019507003067,72
550019507003068,72
550019507003069,72
