GEOID20,District
550999706003085,74
550999706003086,74
550999706003087,74
550999706003088,74
550999706003089,74
550999706003090,74
550999706003091,74
550999706003092,74
550999706003093,74
550999706003094,74
550999702001026,74
550999702001027,74
550999702001028,74
550999702001029,74
550999702001040,74
550999702001041,74
550999702001051,74
550999702001052,74
550999702001054,74
550999702001063,74
550999702003000,74
550999702003001,74
550999702003002,74
550999702003003,74
550999702003004,74
550999702003005,74
550999702003006,74
550999702003007,74
550999702003027,74
550999702003030,74
550999702003034,74
550999702003035,74
551259502011020,34
551259502011021,34
551259502011022,34
551259502011023,34
551259502011024,34
551259502011025,34
551259502011026,34
551259502011027,34
551259502011028,34
551259502011029,34
551259502011030,34
551259502011031,34
551259502011032,34
551259502011033,34
551259502011034,34
551259502011035,34
551259502011036,34
551259502011037,34
551259502011038,34
551259502011039,34
551259502011040,34
551259502011041,34
551259502011042,34
551259502011043,34
551259502011044,34
551259502011045,34
551259502011046,34
551259502011047,34
551259502011048,34
551259502011049,34
551259502011050,34
551259502011051,34
551259502011052,34
551259502011053,34
551259502011054,34
551259502011055,34
551259502011056,34
551259502011057,34
551259502011058,34
551259502011059,34
551259502011060,34
551259502011061,34
551259502011062,34
551259502011063,34
551259502011064,34
551259502011065,34
551259502011068,34
551259502011069,34
551259502011070,34
551259502011071,34
551259502011072,34
551259502011073,34
551259502011074,34
551259502011075,34
551259502011076,34
551259502011077,34
551259502011078,34
551259502011079,34
551259502011080,34
551259502011081,34
551259502011082,34
551259502011083,34
551259502011084,34
551259502011085,34
551259502011086,34
551259502011087,34
551259502011088,34
551259502011089,34
551259502011090,34
551259502011091,34
551259502011092,34
551259502011093,34
551259502011094,34
551259502011095,34
551259502011096,34
551259502011097,34
551259502011098,34
551259502011099,34
551259502011100,34
551259502011103,34
551259502011106,34
551259502011107,34
551259502011108,34
551259502011117,34
551259502011122,34
551259502011170,34
551259502011171,34
551259506021000,34
551259506021001,34
551259506021002,34
551259506021003,34
551259506021004,34
551259506021005,34
551259506021006,34
551259506021007,34
551259506021008,34
551259506021009,34
551259506021010,34
551259506021011,34
551259506021012,34
551259506021013,34
551259506021014,34
551259506021015,34
551259506021124,34
551259506021125,34
551259506021126,34
551259506021127,34
551259506021128,34
551259506021129,34
551259506021130,34
551259506021131,34
551259506021132,34
551259506021133,34
551259506021134,34
551259506021135,34
551259506021136,34
551259506021137,34
551259506021138,34
551259506021139,34
551259506021140,34
551259506021141,34
551259506021142,34
551259506021143,34
551259506021144,34
551259506021145,34
551259506021146,34
551259506021147,34
551259506021148,34
551259506021149,34
551259506021150,34
551259506021151,34
551259506021152,34
551259506021153,34
551259506021154,34
551259506021155,34
551259506021156,34
551259506021157,34
551259506021158,34
551259506021159,34
551259506021160,34
551259506021161,34
551259506021162,34
551259506021163,34
551259506021164,34
551259506021165,34
551259506021166,34
551259506021167,34
551259506021168,34
551259506021169,34
551259506021170,34
551259506021171,34
551259506021172,34
551259506021173,34
551259506021176,34
551259506021177,34
551259506021178,34
551259506021179,34
551259506021180,34
551259506021181,34
551259506021182,34
551259506021185,34
551259506021186,34
551259506021187,34
551259506021210,34
551259506021300,34
551259506021301,34
551259506021302,34
551259506021304,34
551259506021305,34
551259506021306,34
551259506021307,34
551259506021308,34
551259506021375,34
551259506021376,34
551259506021392,34
551259506021393,34
551259506021397,34
550679601012069,35
550679601012070,35
550679601012071,35
550679601012072,35
550679601012073,35
550679601012074,35
550679601012075,35
550679601012076,35
550679601012077,35
550679601012078,35
550679601012079,35
550679601012080,35
550679601012081,35
550679601012082,35
550679601012083,35
550679601012084,35
550679601012085,35
550679601012088,35
550679601021006,35
550679601021007,35
550679601021008,35
550679601021009,35
550679601021010,35
550679601021011,35
550679601021012,35
550679601021013,35
550679601021014,35
550679601021015,35
550679601021017,35
550679601021023,35
550679601021024,35
550679601021025,35
550679601021026,35
550679601021027,35
550679601021028,35
550679601021029,35
550679601021030,35
550679601021031,35
550679601021032,35
550679601021033,35
550679601021034,35
550679601021035,35
550679601021036,35
550679601021037,35
550679601021038,35
550679601021039,35
550679601021040,35
550679601021041,35
550679601021042,35
550679601021043,35
550679601021044,35
550679601021045,35
550679601021046,35
550679601021050,35
550679601021051,35
550679601021052,35
550679601021054,35
550679601021089,35
550679601021090,35
550679601021091,35
550679601021093,35
550679601022038,35
550679601022040,35
550679601022071,35
550679601022072,35
550679601022073,35
550679601022074,35
550679601022075,35
550679601022076,35
550679601022078,35
550679601022079,35
550679601022080,35
550679601022081,35
550679601022082,35
550679601022085,35
550679601022088,35
550679601022089,35
550679603001000,35
550679603001001,35
550679603001010,35
550679603003004,35
550679603003005,35
550679603003006,35
550679603003011,35
550679603003012,35
550679603003013,35
550679603003014,35
550679605001066,35
550679604002000,35
550679604002001,35
550679604002005,35
550679604002006,35
550679604002007,35
550679604002008,35
550679604002011,35
550679604002012,35
550679604002013,35
550679604002014,35
550679604002015,35
550679604002016,35
550679604002017,35
550679604002018,35
550679604002019,35
550679604002020,35
550679604002021,35
550679604002022,35
550679604002023,35
550679604002024,35
550679604002025,35
550679604002026,35
550679604002027,35
550679604002028,35
550679604002029,35
550679604002030,35
550679604002031,35
550679604002032,35
550679604002033,35
550679604002034,35
550679604002035,35
550679604002036,35
550679604002037,35
550679604002038,35
550679604002039,35
550679604002040,35
550679604002041,35
550679604002042,35
550679604002043,35
550679604002044,35
550679604002047,35
550679604002048,35
550679604002049,35
550679604002050,35
550679604002051,35
550679604002052,35
550679604002053,35
