plan,district,race,votes
everslc_wsa,52,WAGDEM22,9896.831847133759
everslc_wsa,52,WAGREP22,15046.149044585987
everslc_wsa,52,WAGTOT22,24943.980891719744
everslc_wsa,52,WSTDEM22,9297.312101910828
everslc_wsa,52,WSTREP22,14590.187261146497
everslc_wsa,52,WSTTOT22,24477.826751592358
everslc_wsa,53,GOVDEM22,9934.453639167672
everslc_wsa,53,GOVREP22,16221.905582910711
everslc_wsa,53,GOVTOT22,26409.62433450118
everslc_wsa,53,USSDEM22,9348.683026145305
everslc_wsa,53,USSREP22,16922.66504102794
everslc_wsa,53,USSTOT22,26316.434118968915
everslc_wsa,53,WAGDEM22,9802.134294337502
everslc_wsa,53,WAGREP22,16325.416205543777
everslc_wsa,53,WAGTOT22,26135.026818826125
everslc_wsa,53,WSTDEM22,8834.884866021583
everslc_wsa,53,WSTREP22,16248.39515636831
everslc_wsa,53,WSTTOT22,25773.072570303164
everslc_wsa,54,GOVDEM22,13061.870109525682
everslc_wsa,54,GOVREP22,10167.463225888403
everslc_wsa,54,GOVTOT22,23526.988475251022
everslc_wsa,54,USSDEM22,12562.02791279585
everslc_wsa,54,USSREP22,10832.09922448273
everslc_wsa,54,USSTOT22,23445.103135842623
everslc_wsa,54,WAGDEM22,12887.569288949715
everslc_wsa,54,WAGREP22,10360.704136644012
everslc_wsa,54,WAGTOT22,23272.81779010212
everslc_wsa,54,WSTDEM22,11940.913602895593
everslc_wsa,54,WSTREP22,10339.550141239759
everslc_wsa,54,WSTTOT22,22969.831529493924
everslc_wsa,55,GOVDEM22,13549.238883782476
everslc_wsa,55,GOVREP22,12653.352853096505
everslc_wsa,55,GOVTOT22,26558.61837508055
everslc_wsa,55,USSDEM22,13024.420414791583
everslc_wsa,55,USSREP22,13373.226054643012
everslc_wsa,55,USSTOT22,26463.878693827934
everslc_wsa,55,WAGDEM22,13388.056290459932
everslc_wsa,55,WAGREP22,12862.194825914192
everslc_wsa,55,WAGTOT22,26266.388477264263
everslc_wsa,55,WSTDEM22,12278.53846659587
everslc_wsa,55,WSTREP22,12935.590833726848
everslc_wsa,55,WSTTOT22,25995.549991551783
everslc_wsa,56,GOVDEM22,13247.399289623396
everslc_wsa,56,GOVREP22,15550.480501458755
everslc_wsa,56,GOVTOT22,29074.92820919619
everslc_wsa,56,USSDEM22,12537.607805888514
everslc_wsa,56,USSREP22,16389.075781679778
everslc_wsa,56,USSTOT22,28932.683587568292
everslc_wsa,56,WAGDEM22,13006.155440921744
everslc_wsa,56,WAGREP22,15784.46669678059
everslc_wsa,56,WAGTOT22,28792.622137702332
everslc_wsa,56,WSTDEM22,11793.438535975773
everslc_wsa,56,WSTREP22,15990.173430538252
everslc_wsa,56,WSTTOT22,28521.13957279349
everslc_wsa,57,GOVDEM22,13832.865853414758
everslc_wsa,57,GOVREP22,9153.547225583627
everslc_wsa,57,GOVTOT22,23322.643596165904
everslc_wsa,57,USSDEM22,13405.63833195447
everslc_wsa,57,USSREP22,9774.692763163735
everslc_wsa,57,USSTOT22,23206.34260548912
everslc_wsa,57,WAGDEM22,13654.694904790184
everslc_wsa,57,WAGREP22,9403.79588031108
everslc_wsa,57,WAGTOT22,23066.332740757887
everslc_wsa,57,WSTDEM22,12735.106141530994
everslc_wsa,57,WSTREP22,9346.63628668306
everslc_wsa,57,WSTTOT22,22832.37467181631
everslc_wsa,58,GOVDEM22,9888.03507853403
everslc_wsa,58,GOVREP22,20372.563350785338
everslc_wsa,58,GOVTOT22,30531.31727748691
everslc_wsa,58,USSDEM22,9420.585340314135
everslc_wsa,58,USSREP22,21106.39057591623
everslc_wsa,58,USSTOT22,30526.975916230367
everslc_wsa,58,WAGDEM22,9673.950785340314
everslc_wsa,58,WAGREP22,20676.659685863873
everslc_wsa,58,WAGTOT22,30350.61047120419
everslc_wsa,58,WSTDEM22,8912.794240837697
everslc_wsa,58,WSTREP22,20507.318324607328
everslc_wsa,58,WSTTOT22,30001.538219895287
everslc_wsa,59,GOVDEM22,8103.965843251248
everslc_wsa,59,GOVREP22,22425.208866737237
everslc_wsa,59,GOVTOT22,30783.592530757443
everslc_wsa,59,USSDEM22,7711.131803286089
everslc_wsa,59,USSREP22,22949.199976783
everslc_wsa,59,USSTOT22,30683.885216181676
everslc_wsa,59,WAGDEM22,8155.53860658586
everslc_wsa,59,WAGREP22,22274.970014633403
everslc_wsa,59,WAGTOT22,30438.161288642645
everslc_wsa,59,WSTDEM22,7329.931633096868
everslc_wsa,59,WSTREP22,22104.3558264371
everslc_wsa,59,WSTTOT22,30078.00166010043
everslc_wsa,6,GOVDEM22,8525
everslc_wsa,6,GOVREP22,17342
everslc_wsa,6,GOVTOT22,26201
everslc_wsa,6,USSDEM22,8091
everslc_wsa,6,USSREP22,18028
everslc_wsa,6,USSTOT22,26136
everslc_wsa,6,WAGDEM22,8651
everslc_wsa,6,WAGREP22,17396
everslc_wsa,6,WAGTOT22,26049
everslc_wsa,6,WSTDEM22,7747
everslc_wsa,6,WSTREP22,17448
everslc_wsa,6,WSTTOT22,25823
everslc_wsa,60,GOVDEM22,12336.375961538462
everslc_wsa,60,GOVREP22,21013.609615384616
everslc_wsa,60,GOVTOT22,33644.01442307692
everslc_wsa,60,USSDEM22,11720.300961538462
everslc_wsa,60,USSREP22,21801.69326923077
everslc_wsa,60,USSTOT22,33592.99711538461
everslc_wsa,60,WAGDEM22,11981.332692307693
everslc_wsa,60,WAGREP22,21402.66153846154
everslc_wsa,60,WAGTOT22,33405.99711538461
everslc_wsa,60,WSTDEM22,11071.246153846154
everslc_wsa,60,WSTREP22,21395.67596153846
everslc_wsa,60,WSTTOT22,33066.956730769234
everslc_wsa,61,GOVDEM22,10969.626290951725
everslc_wsa,61,GOVREP22,17057.70185369699
everslc_wsa,61,GOVTOT22,28357.61287316461
everslc_wsa,61,USSDEM22,10544.372193503303
everslc_wsa,61,USSREP22,17653.864347206145
everslc_wsa,61,USSTOT22,28256.736177631024
everslc_wsa,61,WAGDEM22,10762.376776086774
everslc_wsa,61,WAGREP22,17288.47869106767
everslc_wsa,61,WAGTOT22,28063.850289160917
everslc_wsa,61,WSTDEM22,10097.834198075156
everslc_wsa,61,WSTREP22,17203.996014072905
everslc_wsa,61,WSTTOT22,27915.869851268224
everslc_wsa,62,GOVDEM22,12373.807082413412
everslc_wsa,62,GOVREP22,17811.395798665933
everslc_wsa,62,GOVTOT22,30480.214618049755
everslc_wsa,62,USSDEM22,11968.439019216461
everslc_wsa,62,USSREP22,18489.945240533496
everslc_wsa,62,USSTOT22,30523.05874473846
everslc_wsa,62,WAGDEM22,12210.448588068017
everslc_wsa,62,WAGREP22,18050.456103277673
everslc_wsa,62,WAGTOT22,30285.318925570828
everslc_wsa,62,WSTDEM22,11402.201017605019
everslc_wsa,62,WSTREP22,18049.321370422113
everslc_wsa,62,WSTTOT22,30053.97469330272
everslc_wsa,63,GOVDEM22,11416.152032150623
everslc_wsa,63,GOVREP22,15890.94771983451
everslc_wsa,63,GOVTOT22,27653.474517031125
everslc_wsa,63,USSDEM22,10937.311909419668
everslc_wsa,63,USSREP22,16639.961460802886
everslc_wsa,63,USSTOT22,27666.077112242947
everslc_wsa,63,WAGDEM22,11273.86097895686
everslc_wsa,63,WAGREP22,16187.413052991416
everslc_wsa,63,WAGTOT22,27484.492519343235
everslc_wsa,63,WSTDEM22,10492.094386850426
everslc_wsa,63,WSTREP22,16120.12975019755
everslc_wsa,63,WSTTOT22,27181.501613249577
everslc_wsa,64,GOVDEM22,12923.586981134016
everslc_wsa,64,GOVREP22,10061.157601170855
everslc_wsa,64,GOVTOT22,23254.756956796264
everslc_wsa,64,USSDEM22,12673.860218197073
everslc_wsa,64,USSREP22,10508.960321616518
everslc_wsa,64,USSTOT22,23236.061350998072
everslc_wsa,64,WAGDEM22,12784.03297419731
everslc_wsa,64,WAGREP22,10258.858693435166
everslc_wsa,64,WAGTOT22,23060.38665555265
everslc_wsa,64,WSTDEM22,12236.992222716788
everslc_wsa,64,WSTREP22,10219.343309727119
everslc_wsa,64,WSTTOT22,22892.7422242296
everslc_wsa,65,GOVDEM22,10709
everslc_wsa,65,GOVREP22,7075
everslc_wsa,65,GOVTOT22,18058
everslc_wsa,65,USSDEM22,10566
everslc_wsa,65,USSREP22,7430
everslc_wsa,65,USSTOT22,18053
everslc_wsa,65,WAGDEM22,10681
everslc_wsa,65,WAGREP22,7165
everslc_wsa,65,WAGTOT22,17866
everslc_wsa,65,WSTDEM22,10237
everslc_wsa,65,WSTREP22,7121
everslc_wsa,65,WSTTOT22,17755
everslc_wsa,66,GOVDEM22,10709.065853328839
everslc_wsa,66,GOVREP22,4626.678050666411
everslc_wsa,66,GOVTOT22,15541.976140533048
everslc_wsa,66,USSDEM22,10704.015598208627
everslc_wsa,66,USSREP22,4894.59412783048
everslc_wsa,66,USSTOT22,15641.842464779133
everslc_wsa,66,WAGDEM22,10572.47947736171
everslc_wsa,66,WAGREP22,4839.441728401726
everslc_wsa,66,WAGTOT22,15434.047627764936
everslc_wsa,66,WSTDEM22,10254.321382356027
everslc_wsa,66,WSTREP22,4742.048247871845
everslc_wsa,66,WSTTOT22,15352.964235806154
everslc_wsa,67,GOVDEM22,9856.869925705563
everslc_wsa,67,GOVREP22,15958.211634165378
everslc_wsa,67,GOVTOT22,26171.16302641393
everslc_wsa,67,USSDEM22,9097.622824181184
everslc_wsa,67,USSREP22,16823.35834785255
everslc_wsa,67,USSTOT22,25955.382392476145
everslc_wsa,67,WAGDEM22,9996.440939005472
everslc_wsa,67,WAGREP22,15967.953382442418
everslc_wsa,67,WAGTOT22,25969.39432144789
everslc_wsa,67,WSTDEM22,9044.572394141893
everslc_wsa,67,WSTREP22,16049.98155105721
everslc_wsa,67,WSTTOT22,25761.269609189214
everslc_wsa,68,GOVDEM22,12702.391592920354
everslc_wsa,68,GOVREP22,13490.780973451327
everslc_wsa,68,GOVTOT22,26570.258849557522
everslc_wsa,68,USSDEM22,11788.103982300885
everslc_wsa,68,USSREP22,14411.011061946903
everslc_wsa,68,USSTOT22,26258.143805309734
everslc_wsa,68,WAGDEM22,12788.391592920354
everslc_wsa,68,WAGREP22,13615.867256637168
everslc_wsa,68,WAGTOT22,26418.258849557522
everslc_wsa,68,WSTDEM22,11655.96017699115
everslc_wsa,68,WSTREP22,13721.896017699115
everslc_wsa,68,WSTTOT22,26131.143805309734
everslc_wsa,69,GOVDEM22,8652.873122656996
everslc_wsa,69,GOVREP22,14291.144864921927
everslc_wsa,69,GOVTOT22,23307.800947863187
everslc_wsa,69,USSDEM22,8108.244387955828
everslc_wsa,69,USSREP22,15108.883085011148
everslc_wsa,69,USSTOT22,23261.67211437456
everslc_wsa,69,WAGDEM22,8868.876219236994
everslc_wsa,69,WAGREP22,14241.104497552782
everslc_wsa,69,WAGTOT22,23118.35318210461
everslc_wsa,69,WSTDEM22,7900.628864377317
everslc_wsa,69,WSTREP22,14334.395730450828
everslc_wsa,69,WSTTOT22,22985.50307734575
everslc_wsa,7,GOVDEM22,12628.183963286776
everslc_wsa,7,GOVREP22,7657.845855599979
everslc_wsa,7,GOVTOT22,20570.12660507839
everslc_wsa,7,USSDEM22,12346.892521263886
everslc_wsa,7,USSREP22,8163.670223208724
everslc_wsa,7,USSTOT22,20562.41955864046
everslc_wsa,7,WAGDEM22,12456.013555210156
everslc_wsa,7,WAGREP22,7866.606498701092
everslc_wsa,7,WAGTOT22,20346.125471968255
everslc_wsa,7,WSTDEM22,11842.299778602477
everslc_wsa,7,WSTREP22,7713.914770263538
everslc_wsa,7,WSTTOT22,20107.6323263735
everslc_wsa,70,GOVDEM22,9818.031222310088
everslc_wsa,70,GOVREP22,15428.650704574255
everslc_wsa,70,GOVTOT22,25637.556551730708
everslc_wsa,70,USSDEM22,9191.006135846108
everslc_wsa,70,USSREP22,16331.710043160532
everslc_wsa,70,USSTOT22,25577.996303247997
everslc_wsa,70,WAGDEM22,9948.44470592719
everslc_wsa,70,WAGREP22,15534.431100355383
everslc_wsa,70,WAGTOT22,25493.875806282573
everslc_wsa,70,WSTDEM22,9038.924769191193
everslc_wsa,70,WSTREP22,15527.523900263917
everslc_wsa,70,WSTTOT22,25314.60997360824
everslc_wsa,71,GOVDEM22,15636.34015298728
everslc_wsa,71,GOVREP22,12142.06677758353
everslc_wsa,71,GOVTOT22,28078.659548057116
everslc_wsa,71,USSDEM22,15024.20752068318
everslc_wsa,71,USSREP22,12938.142075401804
everslc_wsa,71,USSTOT22,28002.998167272162
everslc_wsa,71,WAGDEM22,15525.68626558956
everslc_wsa,71,WAGREP22,12223.717616933885
everslc_wsa,71,WAGTOT22,27765.403882523446
everslc_wsa,71,WSTDEM22,14615.404363452028
everslc_wsa,71,WSTREP22,12244.001078839792
everslc_wsa,71,WSTTOT22,27580.296089530704
everslc_wsa,72,GOVDEM22,10709.62862470263
everslc_wsa,72,GOVREP22,15940.282517842217
everslc_wsa,72,GOVTOT22,27045.783900212176
everslc_wsa,72,USSDEM22,10141.786343470712
everslc_wsa,72,USSREP22,16838.147881437664
everslc_wsa,72,USSTOT22,27032.005529479844
everslc_wsa,72,WAGDEM22,10781.86902848325
everslc_wsa,72,WAGREP22,16063.851282710732
everslc_wsa,72,WAGTOT22,26854.72031119398
everslc_wsa,72,WSTDEM22,9900.670867356781
everslc_wsa,72,WSTREP22,16060.47502089629
everslc_wsa,72,WSTTOT22,26751.093936861056
everslc_wsa,73,GOVDEM22,13559
everslc_wsa,73,GOVREP22,12337
everslc_wsa,73,GOVTOT22,26200
everslc_wsa,73,USSDEM22,13104
everslc_wsa,73,USSREP22,13124
everslc_wsa,73,USSTOT22,26251
everslc_wsa,73,WAGDEM22,13232
everslc_wsa,73,WAGREP22,12801
everslc_wsa,73,WAGTOT22,26047
everslc_wsa,73,WSTDEM22,12927
everslc_wsa,73,WSTREP22,12549
everslc_wsa,73,WSTTOT22,26038
everslc_wsa,74,GOVDEM22,14870
everslc_wsa,74,GOVREP22,14522
everslc_wsa,74,GOVTOT22,29713
everslc_wsa,74,USSDEM22,14315
everslc_wsa,74,USSREP22,15303
everslc_wsa,74,USSTOT22,29655
everslc_wsa,74,WAGDEM22,14688
everslc_wsa,74,WAGREP22,14744
everslc_wsa,74,WAGTOT22,29442
everslc_wsa,74,WSTDEM22,14141
everslc_wsa,74,WSTREP22,14593
everslc_wsa,74,WSTTOT22,29334
everslc_wsa,75,GOVDEM22,9816
everslc_wsa,75,GOVREP22,16444
everslc_wsa,75,GOVTOT22,26691
everslc_wsa,75,USSDEM22,9273
everslc_wsa,75,USSREP22,17355
everslc_wsa,75,USSTOT22,26660
everslc_wsa,75,WAGDEM22,9719
everslc_wsa,75,WAGREP22,16901
everslc_wsa,75,WAGTOT22,26629
everslc_wsa,75,WSTDEM22,9200
everslc_wsa,75,WSTREP22,16726
everslc_wsa,75,WSTTOT22,26527
everslc_wsa,76,GOVDEM22,23877.684472444955
everslc_wsa,76,GOVREP22,2965.462619320351
everslc_wsa,76,GOVTOT22,27002.47805778287
everslc_wsa,76,USSDEM22,23931.72904416444
everslc_wsa,76,USSREP22,3152.0997709049257
everslc_wsa,76,USSTOT22,27134.542420771286
everslc_wsa,76,WAGDEM22,23143.192898052694
everslc_wsa,76,WAGREP22,3514.4553646429936
everslc_wsa,76,WAGTOT22,26697.838411607485
everslc_wsa,76,WSTDEM22,22367.807241949853
everslc_wsa,76,WSTREP22,3753.7122184039713
everslc_wsa,76,WSTTOT22,26484.01111111111
everslc_wsa,77,GOVDEM22,30538.8529132379
everslc_wsa,77,GOVREP22,3136.937811125059
everslc_wsa,77,GOVTOT22,33823.77437373468
everslc_wsa,77,USSDEM22,30321.97766133702
everslc_wsa,77,USSREP22,3544.0056734755985
everslc_wsa,77,USSTOT22,33920.0346811721
everslc_wsa,77,WAGDEM22,30083.063429571306
everslc_wsa,77,WAGREP22,3541.339519697719
everslc_wsa,77,WAGTOT22,33641.402949269024
everslc_wsa,77,WSTDEM22,29314.591866581293
everslc_wsa,77,WSTREP22,3617.0469375657754
everslc_wsa,77,WSTTOT22,33299.51670850926
everslc_wsa,78,GOVDEM22,26571.22901600676
everslc_wsa,78,GOVREP22,5519.120209727482
everslc_wsa,78,GOVTOT22,32303.95884087303
everslc_wsa,78,USSDEM22,26027.95736965094
everslc_wsa,78,USSREP22,6159.004649905043
everslc_wsa,78,USSTOT22,32257.633597228072
everslc_wsa,78,WAGDEM22,25774.211237960313
everslc_wsa,78,WAGREP22,6260.7310413116975
everslc_wsa,78,WAGTOT22,32055.26486616261
everslc_wsa,78,WSTDEM22,24955.932243440202
everslc_wsa,78,WSTREP22,6262.219209532253
everslc_wsa,78,WSTTOT22,31713.30201217253
everslc_wsa,79,GOVDEM22,25389.60611335946
everslc_wsa,79,GOVREP22,9621.407731036055
everslc_wsa,79,GOVTOT22,35283.462788845995
everslc_wsa,79,USSDEM22,24552.034093246766
everslc_wsa,79,USSREP22,10551.118310169135
everslc_wsa,79,USSTOT22,35197.00107209056
everslc_wsa,79,WAGDEM22,24502.210310064642
everslc_wsa,79,WAGREP22,10473.649795663823
everslc_wsa,79,WAGTOT22,35006.595161799225
everslc_wsa,79,WSTDEM22,23526.379451103883
everslc_wsa,79,WSTREP22,10455.992931333383
everslc_wsa,79,WSTTOT22,34565.10745818691
everslc_wsa,8,GOVDEM22,6300
everslc_wsa,8,GOVREP22,1274
everslc_wsa,8,GOVTOT22,7669
everslc_wsa,8,USSDEM22,6318
everslc_wsa,8,USSREP22,1423
everslc_wsa,8,USSTOT22,7760
everslc_wsa,8,WAGDEM22,6162
everslc_wsa,8,WAGREP22,1429
everslc_wsa,8,WAGTOT22,7602
everslc_wsa,8,WSTDEM22,5943
everslc_wsa,8,WSTREP22,1373
everslc_wsa,8,WSTTOT22,7477
everslc_wsa,80,GOVDEM22,23891.276868287103
everslc_wsa,80,GOVREP22,9566.155385672662
everslc_wsa,80,GOVTOT22,33779.21310174476
everslc_wsa,80,USSDEM22,23048.68210973243
everslc_wsa,80,USSREP22,10528.501176439622
everslc_wsa,80,USSTOT22,33669.30226336858
everslc_wsa,80,WAGDEM22,23000.18795243723
everslc_wsa,80,WAGREP22,10498.936560801438
everslc_wsa,80,WAGTOT22,33518.10906024471
everslc_wsa,80,WSTDEM22,22179.291627222083
everslc_wsa,80,WSTREP22,10257.556472844886
everslc_wsa,80,WSTTOT22,33108.01405986825
everslc_wsa,81,GOVDEM22,15318.421892643431
everslc_wsa,81,GOVREP22,10954.421609597444
everslc_wsa,81,GOVTOT22,26548.463477204466
everslc_wsa,81,USSDEM22,14674.113295107505
everslc_wsa,81,USSREP22,11776.593125139347
everslc_wsa,81,USSTOT22,26480.709484598232
everslc_wsa,81,WAGDEM22,14714.193060856132
everslc_wsa,81,WAGREP22,11549.760740841099
everslc_wsa,81,WAGTOT22,26267.95380169723
everslc_wsa,81,WSTDEM22,14104.560805708155
everslc_wsa,81,WSTREP22,11307.849085280293
everslc_wsa,81,WSTTOT22,26088.397889493455
everslc_wsa,82,GOVDEM22,14234.193287856198
everslc_wsa,82,GOVREP22,14521.487607349356
everslc_wsa,82,GOVTOT22,29016.234398267323
everslc_wsa,82,USSDEM22,13561.757294294035
everslc_wsa,82,USSREP22,15323.770818472723
everslc_wsa,82,USSTOT22,28949.7540295498
everslc_wsa,82,WAGDEM22,13902.148688663381
everslc_wsa,82,WAGREP22,14722.164234733862
everslc_wsa,82,WAGTOT22,28642.394539225766
everslc_wsa,82,WSTDEM22,12962.853905357135
everslc_wsa,82,WSTREP22,14822.709812701907
everslc_wsa,82,WSTTOT22,28261.107616671907
everslc_wsa,83,GOVDEM22,11177.311515299194
everslc_wsa,83,GOVREP22,22144.422265677822
everslc_wsa,83,GOVTOT22,33608.070390196066
everslc_wsa,83,USSDEM22,10496.679592244134
everslc_wsa,83,USSREP22,22920.80244377391
everslc_wsa,83,USSTOT22,33495.4237747866
everslc_wsa,83,WAGDEM22,10809.098450633777
everslc_wsa,83,WAGREP22,22396.638222786467
everslc_wsa,83,WAGTOT22,33226.524352432
everslc_wsa,83,WSTDEM22,9877.544832825692
everslc_wsa,83,WSTREP22,22309.866961498934
everslc_wsa,83,WSTTOT22,32788.09230478238
everslc_wsa,84,GOVDEM22,13783.357390692969
everslc_wsa,84,GOVREP22,16317.130686285824
everslc_wsa,84,GOVTOT22,30351.476458456367
everslc_wsa,84,USSDEM22,13063.386000186976
everslc_wsa,84,USSREP22,17135.900974789074
everslc_wsa,84,USSTOT22,30265.74409160418
everslc_wsa,84,WAGDEM22,13404.429870368116
everslc_wsa,84,WAGREP22,16574.466310454154
everslc_wsa,84,WAGTOT22,30003.730250826044
everslc_wsa,84,WSTDEM22,12444.011849999648
everslc_wsa,84,WSTREP22,16571.032096123967
everslc_wsa,84,WSTTOT22,29534.617920070035
everslc_wsa,85,GOVDEM22,11615.514248833362
everslc_wsa,85,GOVREP22,10742.272512128937
everslc_wsa,85,GOVTOT22,22651.963593152603
everslc_wsa,85,USSDEM22,11172.65477481259
everslc_wsa,85,USSREP22,11361.838030361672
everslc_wsa,85,USSTOT22,22579.628012073812
everslc_wsa,85,WAGDEM22,11546.923112210288
everslc_wsa,85,WAGREP22,10953.691783303007
everslc_wsa,85,WAGTOT22,22510.178884782665
everslc_wsa,85,WSTDEM22,10685.89334014623
everslc_wsa,85,WSTREP22,10993.634860243665
everslc_wsa,85,WSTTOT22,22257.26625389019
everslc_wsa,86,GOVDEM22,11355.93899926682
everslc_wsa,86,GOVREP22,18869.331970207622
everslc_wsa,86,GOVTOT22,30567.27462347507
everslc_wsa,86,USSDEM22,10707.471594411738
everslc_wsa,86,USSREP22,19733.96295773423
everslc_wsa,86,USSTOT22,30486.752092872775
everslc_wsa,86,WAGDEM22,11498.493096751152
everslc_wsa,86,WAGREP22,18832.984397995388
everslc_wsa,86,WAGTOT22,30338.541040162334
everslc_wsa,86,WSTDEM22,10368.853774588726
everslc_wsa,86,WSTREP22,18966.716145597937
everslc_wsa,86,WSTTOT22,30040.314219677897
everslc_wsa,87,GOVDEM22,8617.67362924282
everslc_wsa,87,GOVREP22,17068.250652741513
everslc_wsa,87,GOVTOT22,26063.96083550914
everslc_wsa,87,USSDEM22,8163.629242819844
everslc_wsa,87,USSREP22,17792.315926892952
everslc_wsa,87,USSTOT22,25973.947780678853
everslc_wsa,87,WAGDEM22,8848.707571801568
everslc_wsa,87,WAGREP22,17032.219321148827
everslc_wsa,87,WAGTOT22,25890.926892950392
everslc_wsa,87,WSTDEM22,7988.624020887729
everslc_wsa,87,WSTREP22,17157.25326370757
everslc_wsa,87,WSTTOT22,25734.916449086162
everslc_wsa,88,GOVDEM22,12156.593800950253
everslc_wsa,88,GOVREP22,10733.67832789237
everslc_wsa,88,GOVTOT22,23124.313217990137
everslc_wsa,88,USSDEM22,11604.76072103087
everslc_wsa,88,USSREP22,11403.522697715258
everslc_wsa,88,USSTOT22,23050.66086430952
everslc_wsa,88,WAGDEM22,11972.60570767814
everslc_wsa,88,WAGREP22,10947.944460593904
everslc_wsa,88,WAGTOT22,22934.8742807739
everslc_wsa,88,WSTDEM22,11092.768785549591
everslc_wsa,88,WSTREP22,11062.517490679782
everslc_wsa,88,WSTTOT22,22695.73798425823
everslc_wsa,89,GOVDEM22,9540.586622073652
everslc_wsa,89,GOVREP22,17046.895140115652
everslc_wsa,89,GOVTOT22,26943.744790438977
everslc_wsa,89,USSDEM22,8983.909478372192
everslc_wsa,89,USSREP22,17869.85595782111
everslc_wsa,89,USSTOT22,26917.55565561822
everslc_wsa,89,WAGDEM22,9465.461831670622
everslc_wsa,89,WAGREP22,17259.401092175
everslc_wsa,89,WAGTOT22,26747.911501852217
everslc_wsa,89,WSTDEM22,8535.44394029457
everslc_wsa,89,WSTREP22,17291.51298133176
everslc_wsa,89,WSTTOT22,26504.18894963222
everslc_wsa,9,GOVDEM22,8964.628520300146
everslc_wsa,9,GOVREP22,3317.0817742764007
everslc_wsa,9,GOVTOT22,12413.16371321994
everslc_wsa,9,USSDEM22,8848.720001056174
everslc_wsa,9,USSREP22,3623.4095996620244
everslc_wsa,9,USSTOT22,12517.57071061311
everslc_wsa,9,WAGDEM22,8803.75911814267
everslc_wsa,9,WAGREP22,3509.659720401922
everslc_wsa,9,WAGTOT22,12328.36452287337
everslc_wsa,9,WSTDEM22,8472.693246727062
everslc_wsa,9,WSTREP22,3383.611719211326
everslc_wsa,9,WSTTOT22,12149.123049558568
everslc_wsa,90,GOVDEM22,10494.020952570449
everslc_wsa,90,GOVREP22,7821.389076586712
everslc_wsa,90,GOVTOT22,18609.544280126436
everslc_wsa,90,USSDEM22,10217.201062766795
everslc_wsa,90,USSREP22,8278.655272909733
everslc_wsa,90,USSTOT22,18563.3878791964
everslc_wsa,90,WAGDEM22,10387.426033987642
everslc_wsa,90,WAGREP22,8018.511644161514
everslc_wsa,90,WAGTOT22,18428.75386485406
everslc_wsa,90,WSTDEM22,9663.230695241366
everslc_wsa,90,WSTREP22,7964.130366098577
everslc_wsa,90,WSTTOT22,18211.611066088473
everslc_wsa,91,GOVDEM22,17060.78213166245
everslc_wsa,91,GOVREP22,8551.190713709928
everslc_wsa,91,GOVTOT22,25907.987196803995
everslc_wsa,91,USSDEM22,16340.02806902467
everslc_wsa,91,USSREP22,9176.703876744019
everslc_wsa,91,USSTOT22,25581.194500863265
everslc_wsa,91,WAGDEM22,16889.58453352729
everslc_wsa,91,WAGREP22,8785.68097000765
everslc_wsa,91,WAGTOT22,25698.988142130962
everslc_wsa,91,WSTDEM22,15946.116282786239
everslc_wsa,91,WSTREP22,8894.740799240626
everslc_wsa,91,WSTTOT22,25518.31774472344
everslc_wsa,92,GOVDEM22,10167
everslc_wsa,92,GOVREP22,13228
everslc_wsa,92,GOVTOT22,23736
everslc_wsa,92,USSDEM22,9481
everslc_wsa,92,USSREP22,14204
everslc_wsa,92,USSTOT22,23707
everslc_wsa,92,WAGDEM22,10272
everslc_wsa,92,WAGREP22,13315
everslc_wsa,92,WAGTOT22,23595
everslc_wsa,92,WSTDEM22,9395
everslc_wsa,92,WSTREP22,13266
everslc_wsa,92,WSTTOT22,23319
everslc_wsa,93,GOVDEM22,12148.079081345059
everslc_wsa,93,GOVREP22,16026.936779657968
everslc_wsa,93,GOVTOT22,28549.295415990015
everslc_wsa,93,USSDEM22,11410.114652390259
everslc_wsa,93,USSREP22,16957.587556677936
everslc_wsa,93,USSTOT22,28402.809672469262
everslc_wsa,93,WAGDEM22,12025.643792915986
everslc_wsa,93,WAGREP22,16369.611084676964
everslc_wsa,93,WAGTOT22,28404.53223899693
everslc_wsa,93,WSTDEM22,11329.219497507129
everslc_wsa,93,WSTREP22,16255.78804957437
everslc_wsa,93,WSTTOT22,28270.267664307023
everslc_wsa,94,GOVDEM22,14363.137339055795
everslc_wsa,94,GOVREP22,13190.798283261802
everslc_wsa,94,GOVTOT22,27905.88626609442
everslc_wsa,94,USSDEM22,13567.467811158798
everslc_wsa,94,USSREP22,14337.551502145923
everslc_wsa,94,USSTOT22,27966.236051502146
everslc_wsa,94,WAGDEM22,14324.48712446352
everslc_wsa,94,WAGREP22,13355.532188841202
everslc_wsa,94,WAGTOT22,27693.01931330472
everslc_wsa,94,WSTDEM22,13048.8669527897
everslc_wsa,94,WSTREP22,13657.8669527897
everslc_wsa,94,WSTTOT22,27432.068669527896
everslc_wsa,95,GOVDEM22,16518.862660944207
everslc_wsa,95,GOVREP22,8800.201716738198
everslc_wsa,95,GOVTOT22,25669.11373390558
everslc_wsa,95,USSDEM22,15942.532188841202
everslc_wsa,95,USSREP22,9670.448497854077
everslc_wsa,95,USSTOT22,25664.763948497854
everslc_wsa,95,WAGDEM22,16293.51287553648
everslc_wsa,95,WAGREP22,9084.467811158798
